Sign_Up_Date,User_ID,Transactions,Expenses,Sales,Cash Flow,Payroll,Time,Reports,Taxes,Mileage,Accounting,My_Accountant,Apps,Live_Bookkeeping,Transactions_Usage,Expenses_Usage,Sales_Usage,CashFlow_Usage,Payroll_Usage,Time_Usage,Reports_Usage,Taxes_Usage,Mileage_Usage,Accounting_Usage,My_Accountant_Usage,Apps_Usage,Live_Bookkeeping_Usage,Plan_Type_Usage,Session_Length,Susbcribed,days
7/15/19,4265,0,1,0,1,0,1,0,1,1,1,1,1,0,855,1357,101,1058,668,159,1211,2419,1059,854,1195,1186,1951,1,5224,0,-139
3/7/20,6187,1,1,0,1,1,1,0,0,1,1,1,1,1,1484,270,37,1692,2255,1836,778,3388,150,1527,268,867,319,3,5224,1,97
2/1/20,7371,1,1,0,0,0,0,1,0,1,1,0,1,0,811,266,458,1796,1291,1339,44,1638,1301,2788,1271,1109,1960,2,2772,1,62
5/14/20,7575,0,1,1,1,1,0,1,0,0,0,1,0,0,1950,767,1890,1712,768,327,1884,604,1956,2453,451,1600,929,1,1326,1,165
10/20/19,2361,1,1,0,1,1,0,0,0,0,1,1,0,1,318,1209,1956,907,1740,1617,1770,908,757,2542,1798,1035,1918,3,2149,0,-42
5/4/20,745,1,0,0,1,0,0,0,0,1,0,1,0,0,1134,12,1401,981,741,1247,1163,1795,759,584,1860,1618,506,2,4191,0,155
12/8/19,2000,1,1,1,1,0,0,1,1,0,1,0,1,1,1283,29,1855,1558,500,1560,1683,1545,1426,1413,1554,1302,946,2,4446,1,7
10/31/19,1422,1,1,1,1,1,1,0,0,0,1,1,0,1,1422,1834,1532,1324,468,183,505,915,1728,1481,538,183,1062,2,1471,1,-31
7/24/19,4882,1,0,1,1,1,1,0,0,0,1,1,0,0,1970,762,369,812,725,761,1347,3023,921,841,1431,1335,1647,2,2986,0,-130
5/14/20,5751,1,1,0,0,0,0,1,1,1,0,0,0,1,512,1166,167,1646,2326,1511,839,1141,918,2460,326,1961,1620,2,2629,0,165
2/24/20,6115,0,0,0,0,0,0,1,0,0,0,1,0,1,353,1736,881,980,1445,508,1346,1026,1804,810,1164,401,1970,1,2440,0,85
3/11/20,6358,0,1,1,1,1,1,1,1,0,1,0,0,0,1182,80,1035,1743,2530,1529,502,2816,1171,1154,289,1933,1861,1,4287,1,101
12/3/19,7264,0,1,1,0,1,1,1,0,1,0,0,0,0,507,1622,947,1219,2894,778,399,2882,592,381,1722,1829,1730,3,2881,0,2
12/14/19,4077,0,1,1,1,0,1,1,1,0,1,1,0,0,1170,616,760,1042,835,147,784,1671,938,418,459,154,491,2,1750,1,13
8/13/19,1778,1,1,1,0,1,0,1,1,1,0,0,0,0,687,1241,196,383,2867,893,1136,1139,1260,1907,381,1929,31,1,7278,1,-110
10/22/19,3194,0,0,1,1,1,0,0,0,1,0,0,1,0,1585,1220,799,1320,2784,1571,896,1007,1924,912,194,701,1209,3,5296,0,-40
6/12/19,489,0,0,1,1,1,0,1,0,1,1,1,1,0,1938,1160,1541,96,2222,1899,935,3587,1987,2174,740,1182,94,1,6912,1,-172
7/21/19,4084,0,1,1,0,1,0,0,1,0,1,0,1,0,1085,1436,1012,841,1188,284,260,640,462,1770,1433,1141,786,1,7219,0,-133
12/6/19,4247,1,1,1,0,0,0,0,1,0,0,0,1,1,1966,509,730,419,1396,1141,163,3183,892,2493,962,1965,740,1,1848,1,5
6/23/19,516,1,1,1,0,1,1,1,0,1,1,1,1,1,1005,431,620,1942,1076,1768,1737,3225,60,448,1041,1023,1144,3,1444,1,-161
5/18/20,3061,1,0,0,1,0,0,0,0,1,0,0,0,1,1129,1298,1831,505,1600,909,1753,3285,12,1037,334,1072,353,1,2980,0,169
3/28/20,6520,1,0,0,0,0,1,1,0,0,0,0,0,1,891,636,1101,1083,3103,1311,615,1786,1401,1589,1150,1777,1191,3,1064,1,118
8/15/19,4459,0,1,1,1,0,0,1,1,1,1,1,0,0,93,953,1724,1516,1180,1931,1820,3695,1219,1112,793,693,1653,2,1631,0,-108
4/22/20,3265,0,0,0,1,1,1,1,1,1,1,0,1,0,294,1593,1589,935,1626,1953,1745,805,1167,2450,1737,1358,95,3,6010,0,143
8/4/19,5877,0,1,0,0,1,0,1,0,0,0,0,1,1,1014,776,561,1385,1418,499,1676,1594,1583,1928,502,259,983,2,2815,1,-119
1/27/20,8567,1,0,1,0,0,1,0,0,0,0,1,1,0,1131,710,1039,286,1218,1189,1379,1609,1631,1262,811,599,449,1,4192,0,57
11/19/19,3113,1,1,1,1,1,1,0,0,0,1,0,0,1,1686,1243,144,1228,3043,1937,1832,620,701,997,1124,1786,880,3,3605,1,-12
9/3/19,1214,0,1,0,0,0,1,0,0,1,0,1,1,1,276,1893,1662,404,2191,1700,1936,2033,1912,1112,1585,1002,976,2,2127,0,-89
12/17/19,5516,0,1,1,1,1,1,0,0,0,0,1,0,1,255,150,146,1451,481,784,889,2661,925,2722,1132,658,279,3,4328,1,16
8/19/19,5597,1,0,0,1,1,1,1,1,0,0,1,0,1,1369,816,12,1176,1499,1500,1264,1035,606,2240,1530,562,633,1,2350,0,-104
12/9/19,6909,0,0,1,1,1,0,1,1,0,0,0,1,0,579,1419,1217,1625,683,1964,183,3386,1449,2171,1975,434,1202,3,1825,1,8
6/17/19,6661,0,0,0,0,1,1,0,1,1,0,1,1,0,315,1901,1008,1872,1282,322,180,2101,246,1094,1118,1858,349,2,4648,0,-167
2/2/20,7160,0,1,0,1,1,0,0,1,1,1,0,1,0,1851,1471,1133,750,869,664,245,2546,1077,2403,1493,1290,1935,3,6525,1,63
3/2/20,6171,1,1,0,0,1,1,1,1,1,0,1,0,0,1821,1829,779,1418,2334,22,1553,644,1266,1397,288,1499,1794,3,5800,0,92
9/25/19,2112,1,0,1,0,1,1,1,0,0,0,1,0,0,1786,422,1605,589,2590,177,90,3187,1336,2105,805,162,1168,3,5334,0,-67
11/28/19,8939,1,0,0,0,0,1,0,0,0,0,0,1,0,1282,1401,60,789,540,1080,369,794,1340,538,1678,808,1435,3,2359,1,-3
1/24/20,3715,1,1,0,1,1,1,0,1,0,0,0,1,0,38,1962,1296,300,1563,1266,276,2738,379,2086,840,1402,70,3,5312,1,54
11/14/19,927,1,1,1,0,0,0,1,0,0,0,0,0,0,1245,1623,1708,1684,2491,1447,1958,3314,1719,1412,107,1359,1825,1,2587,0,-17
9/14/19,7036,0,0,1,1,0,0,0,1,1,0,0,0,1,279,526,1140,1745,2898,1891,1028,766,172,2436,1192,1782,1509,1,2580,0,-78
12/26/19,8954,1,1,0,0,0,1,1,1,0,0,0,1,1,1626,1719,221,436,2903,1292,111,2418,330,1465,832,1775,246,3,6337,0,25
10/19/19,2786,1,1,1,1,0,0,0,0,0,0,1,1,1,1828,405,1802,1807,998,978,1344,3277,1708,1204,1586,434,520,3,4972,0,-43
11/25/19,5451,1,1,1,1,0,1,0,0,1,0,0,1,0,1473,1035,1689,510,1762,1923,1921,3240,750,2362,1272,549,775,2,1876,1,-6
3/3/20,9080,1,0,1,0,0,1,0,0,0,0,1,0,0,1213,1552,1164,1087,2638,1528,578,2834,30,455,782,1100,135,3,3456,1,93
7/31/19,1140,0,1,0,1,1,0,1,1,1,0,1,0,1,1903,1785,1911,1696,2984,31,1073,1564,1013,1273,607,1295,131,1,1582,0,-123
8/26/19,3115,1,1,0,1,0,1,1,0,1,0,0,1,0,1291,1553,1203,876,864,1843,362,2932,1131,745,808,1349,39,3,2391,1,-97
7/10/19,748,0,0,1,0,0,0,0,0,1,0,1,1,0,22,79,1491,1084,2818,7,1596,3331,1607,2562,1096,535,1106,2,3211,0,-144
3/27/20,4790,0,1,0,1,0,1,1,0,0,0,0,1,0,1432,1180,1114,99,2672,179,1476,756,1690,2589,745,740,1776,1,2157,1,117
5/18/20,147,0,0,1,0,0,1,0,0,0,1,0,1,1,18,1395,1768,1168,3158,1092,428,1814,530,2632,863,1818,1385,3,6719,0,169
12/6/19,8092,0,0,1,0,0,0,0,1,1,0,1,0,0,1348,873,1119,926,2134,633,1903,2093,1155,810,1037,491,487,3,1087,0,5
6/4/19,5463,0,1,0,0,0,1,0,1,0,1,0,0,1,1350,651,1829,1556,1096,966,1206,2089,1155,653,785,276,581,2,5021,0,-180
12/17/19,9215,1,1,0,1,1,0,1,1,0,1,0,1,1,1954,989,403,468,2727,1066,1711,2958,1691,1986,50,1605,547,2,6799,1,16
2/12/20,3892,1,1,1,0,0,0,1,0,1,1,0,0,0,1809,1118,1261,1578,3151,1791,1601,2329,1353,2307,1137,286,1052,1,2772,1,73
4/30/20,9804,0,0,0,0,1,0,0,0,0,0,1,0,1,1802,145,220,822,742,89,1685,767,1731,1990,1632,1052,1927,3,4020,1,151
5/31/20,3344,1,0,1,0,1,1,0,1,0,1,1,0,0,527,127,486,1137,2112,287,1598,2406,1715,2147,1238,1921,1018,1,5126,1,182
4/9/20,8888,0,0,0,0,0,1,0,0,0,1,0,0,1,984,1577,1955,48,3072,863,1248,3411,435,487,836,985,1654,1,7239,1,130
1/5/20,1841,0,0,0,1,1,0,0,1,0,0,1,0,0,1374,954,1615,1035,644,1036,1348,1666,627,2642,1463,691,450,2,3408,1,35
1/10/20,2878,1,1,0,0,0,1,1,1,1,0,1,0,1,785,944,1531,1603,2147,1068,338,3635,268,2584,245,1178,1281,1,2185,1,40
6/22/19,4605,1,1,0,1,1,1,0,0,0,1,1,1,0,1034,468,1669,1730,2039,62,53,3224,856,2130,397,43,1974,2,2378,0,-162
2/11/20,6927,0,1,1,1,0,0,1,0,0,0,0,1,1,618,259,1667,933,2692,1484,1354,2240,1221,1591,1570,700,411,1,1085,0,72
6/17/19,8696,0,0,0,0,0,1,1,0,0,1,0,1,0,1008,407,455,1720,630,1457,967,756,587,2248,1626,47,1066,1,2774,0,-167
7/21/19,2864,1,0,0,1,0,0,1,1,1,1,0,0,1,894,544,824,534,1370,1399,241,3234,1018,2507,1386,26,409,2,2579,1,-133
4/24/20,8647,1,1,1,1,0,0,1,1,1,0,1,0,1,103,601,1174,1646,1309,1859,1765,2502,30,1024,1367,987,517,1,1955,0,145
1/21/20,5338,1,0,0,1,1,0,0,0,0,0,0,0,1,1613,1055,1809,1798,2558,408,1508,846,594,959,1191,1671,974,1,2796,0,51
8/21/19,4080,0,0,1,0,0,1,0,1,1,0,0,1,0,1752,162,1446,748,2015,10,1082,2521,785,1894,1961,1936,1695,2,2112,1,-102
6/10/19,7656,0,0,1,0,1,0,0,1,0,0,1,0,1,1361,1352,1329,115,2420,1110,1282,2224,194,804,13,781,1849,1,5132,1,-174
8/26/19,7936,0,0,0,0,0,1,1,0,1,1,0,0,0,981,1473,411,1028,1097,943,299,1629,1326,983,1627,1169,1307,2,2584,0,-97
5/4/20,6858,1,0,1,1,1,0,1,0,0,0,1,0,0,246,1903,1511,749,1733,368,1414,3467,946,2686,1563,580,153,2,7464,1,155
11/5/19,3612,1,1,1,1,1,0,0,0,1,1,1,1,1,318,684,74,1663,2069,515,1149,729,1667,2410,1844,36,653,2,3852,0,-26
6/1/19,7162,1,1,0,0,0,0,1,1,0,0,1,0,0,945,955,206,1548,416,634,594,2540,27,857,1268,638,1923,1,5541,0,-183
9/27/19,7859,0,0,0,1,0,0,0,0,0,0,1,1,1,737,1059,1463,16,1505,197,1305,1642,133,992,315,230,22,2,1702,0,-65
12/18/19,8904,0,0,1,0,0,0,0,0,1,1,0,0,0,692,9,1159,1466,1745,746,1159,1125,1864,2665,689,468,170,3,2858,0,17
7/28/19,3331,1,0,1,0,0,0,1,1,0,1,1,0,0,64,517,1491,978,1589,1785,133,3146,864,2518,1951,1938,604,3,1634,1,-126
12/13/19,9825,1,1,0,0,0,0,1,0,1,0,0,1,0,799,1636,1858,622,410,1629,485,1279,914,2116,1287,631,172,3,3314,1,12
5/30/20,2061,1,0,0,1,0,0,1,1,0,0,0,0,0,1728,1619,1347,1249,2837,1309,1031,2056,212,888,298,324,356,2,4384,0,181
2/14/20,51,1,1,0,0,1,0,1,1,0,0,0,1,1,391,1677,484,478,1772,1458,642,3187,271,1476,929,561,1614,3,4363,1,75
8/22/19,5012,0,1,1,0,1,0,0,0,1,0,0,1,1,1704,378,1192,1906,2164,1651,1214,3508,1583,1578,40,1038,1457,1,4982,1,-101
8/17/19,6420,1,1,0,0,0,0,0,0,0,0,1,1,0,1349,1734,1709,1247,1417,1801,1658,1738,718,1259,1718,56,1584,2,1993,0,-106
4/12/20,8864,0,0,0,1,1,1,0,1,1,0,0,0,0,1675,934,255,1062,3085,1647,203,778,573,740,910,723,53,1,7121,1,133
12/5/19,5938,0,1,1,0,1,1,0,1,1,0,0,1,1,832,563,1102,272,2444,380,1003,3158,1150,2026,403,1713,225,3,6515,0,4
8/22/19,2072,1,1,0,1,0,1,0,0,1,1,1,0,0,1168,1225,615,1331,2409,124,1082,1358,596,1249,996,1793,1247,2,2289,0,-101
9/15/19,5049,1,0,1,0,0,1,0,0,1,0,1,1,0,1824,1939,898,1882,932,271,26,1715,935,982,161,648,1144,3,3699,1,-77
8/16/19,576,0,1,0,0,0,1,1,1,1,1,0,1,0,296,1546,244,1827,753,1767,1528,1180,87,781,1069,1709,1034,1,3127,0,-107
6/12/19,5627,0,0,1,1,0,1,0,1,1,0,0,1,0,108,976,148,917,417,265,225,3306,999,1302,698,303,1534,3,6734,0,-172
8/23/19,8594,1,0,0,0,1,1,1,0,0,1,0,0,1,1991,1949,893,1924,2261,521,1336,2853,1366,934,661,1620,1671,1,4556,1,-100
11/1/19,8318,1,1,1,0,1,1,0,1,1,0,1,1,1,874,161,414,662,1588,494,1490,3469,343,2751,1385,1528,1598,2,7206,1,-30
11/7/19,8950,1,0,1,1,0,1,1,1,0,0,0,1,0,486,941,1434,1832,1610,497,928,3205,1481,2711,829,2000,310,3,3080,1,-24
1/26/20,7276,1,1,1,1,0,0,1,0,0,0,0,0,0,1080,1311,1442,922,595,1531,1621,710,922,1768,1843,1627,824,1,327,0,56
4/22/20,7030,1,1,0,1,0,0,0,1,1,1,0,0,0,1294,957,1904,1775,1593,344,1014,1179,1402,1889,166,421,1754,3,4947,0,143
7/1/19,8755,1,0,1,0,1,0,1,1,0,0,1,1,1,1893,1863,1040,691,1755,1962,1001,2856,538,2371,1363,867,513,3,1166,1,-153
7/3/19,2362,0,0,1,0,0,0,1,1,1,0,0,0,1,500,1997,1282,66,2257,1227,1349,1531,307,1834,217,470,1048,3,6057,0,-151
11/30/19,7520,1,0,1,0,1,1,1,1,1,1,1,1,0,628,1891,1307,1642,1158,668,1628,3109,1511,1735,449,915,1106,1,3219,0,-1
10/29/19,4158,0,0,1,1,1,1,1,0,0,1,0,1,1,1442,1721,845,874,684,961,1034,758,326,2179,1714,96,629,2,4530,1,-33
7/30/19,6267,0,0,0,0,1,0,1,0,1,0,0,0,0,222,83,1524,1931,1435,1336,1202,700,427,2772,112,632,1637,2,4110,1,-124
12/26/19,7816,1,1,0,0,1,1,0,1,1,1,1,0,0,1575,316,1306,1112,1631,246,47,3554,953,1201,949,914,627,1,1120,0,25
8/23/19,4341,1,0,0,1,1,1,1,1,1,1,1,0,1,938,254,180,1976,1171,322,825,3506,1081,706,1955,595,848,2,6312,1,-100
9/6/19,2311,1,0,0,0,1,0,0,0,1,0,1,1,1,1806,1830,884,1575,3004,1027,1849,1034,317,495,1460,444,1123,3,6015,1,-86
10/2/19,1279,0,1,1,0,0,0,0,1,0,0,0,0,0,619,545,748,442,2316,1312,1051,3551,1287,684,1808,1650,795,2,6171,1,-60
10/8/19,7322,0,0,0,0,0,1,1,0,1,1,1,1,0,1753,666,1945,1127,2582,67,669,2991,1250,2276,1274,268,1668,3,5353,0,-54
11/10/19,3173,0,1,0,1,0,0,0,0,1,0,0,1,0,973,1462,480,872,1745,647,509,3022,1178,2601,551,375,115,1,4170,0,-21
5/31/20,1698,1,1,0,0,0,0,0,1,0,1,1,0,1,1591,355,1783,360,2206,49,311,3078,1878,2512,1423,1996,1825,1,6956,1,182
12/5/19,8527,0,1,0,0,0,1,0,1,1,1,1,1,1,1392,129,1931,643,469,1500,26,2693,558,588,1882,1423,822,2,1199,1,4
10/18/19,9675,0,1,1,0,0,0,1,0,0,1,1,1,1,208,806,1524,334,890,1275,1549,899,1095,2356,438,1826,1627,3,1666,0,-44
7/20/19,8520,0,0,0,0,0,0,1,1,0,1,1,0,1,1179,1705,1822,172,711,1744,287,1170,769,1315,639,403,320,3,3463,0,-134
10/12/19,9629,0,0,0,0,0,1,1,1,0,0,0,1,0,1079,1237,912,1991,2030,880,480,2859,694,365,1882,1227,171,1,1713,1,-50
2/5/20,4931,0,1,1,1,1,0,1,0,1,1,1,0,0,469,1089,852,1540,422,738,215,1477,1736,1140,213,1699,1841,1,7279,1,66
8/10/19,6102,0,0,1,0,0,1,1,1,0,1,1,0,1,946,1026,424,1455,3128,1772,907,3208,1777,1144,552,1544,1593,2,7416,1,-113
2/16/20,7593,1,0,1,0,0,0,0,1,1,1,0,0,0,953,1413,1047,1654,2775,573,1068,699,1975,1447,420,862,13,2,1482,0,77
12/24/19,4578,0,1,1,0,1,0,1,1,1,1,0,1,0,410,155,1502,1119,2889,1820,493,1288,793,905,168,179,226,3,5179,0,23
6/24/19,7543,0,1,1,0,1,0,1,0,1,1,0,0,1,515,39,1556,1747,589,1257,937,2451,1036,1752,1679,1307,4,2,4733,1,-160
3/16/20,1932,1,1,1,1,0,1,0,0,0,0,1,0,1,286,21,1893,253,1556,1096,895,2024,1552,2645,649,392,1368,2,2847,1,106
9/7/19,4881,1,0,1,0,0,0,1,1,1,1,0,1,1,52,331,1284,488,3070,248,709,2344,339,2491,1908,484,799,2,4233,0,-85
1/11/20,4862,0,0,1,1,0,0,0,1,1,0,0,0,1,1178,1850,292,907,3072,229,513,2011,1075,511,234,39,792,2,5708,1,41
10/21/19,2141,0,0,0,1,1,0,1,1,1,1,0,1,1,627,1241,1134,791,2685,341,1408,2295,1942,2722,1838,1015,1389,3,5408,1,-41
1/12/20,5015,1,1,0,1,1,0,0,0,1,0,0,1,0,1671,1660,1632,662,2519,554,1883,3358,1914,2766,1384,1098,1508,2,6238,0,42
12/4/19,3356,0,0,0,0,0,0,0,0,1,0,1,1,1,1363,1919,940,1533,2165,1063,453,2338,34,1195,498,961,360,2,4436,1,3
4/7/20,1976,0,1,0,1,1,1,1,1,1,1,0,1,1,626,3,1860,552,1504,1357,1387,1345,72,1273,550,477,148,2,1460,0,128
1/4/20,7143,1,1,0,1,0,0,0,0,0,0,0,0,1,867,597,385,1388,2599,1173,251,1139,1137,1983,1599,455,1678,1,752,1,34
2/22/20,6968,0,0,1,0,1,0,1,0,1,0,0,0,0,1031,293,736,327,3045,1361,829,1411,1362,1418,1686,815,196,3,2862,0,83
12/18/19,5826,0,0,0,0,0,1,1,0,1,1,0,0,1,360,183,703,87,1506,369,1563,1209,126,1476,25,615,1151,2,7338,0,17
1/27/20,6096,1,0,1,1,0,0,1,1,0,1,1,1,1,1894,1531,1445,1884,1359,196,1302,3028,1320,718,1483,1719,573,2,6911,1,57
1/10/20,128,1,0,1,0,1,0,0,1,0,1,0,1,1,843,1086,1260,1412,1732,711,1722,2211,1947,900,1359,117,165,1,2011,1,40
1/6/20,4311,1,1,0,0,1,0,1,1,1,0,1,0,0,1829,162,1214,1303,1993,52,1313,3529,1323,640,1579,1778,695,2,6360,1,36
12/20/19,1863,1,1,1,1,0,0,0,0,1,0,0,1,0,822,1418,928,1203,2774,1883,1981,1921,1648,713,121,1744,786,2,4518,0,19
3/11/20,2749,0,1,1,1,1,0,0,1,1,0,1,0,1,1232,330,542,1785,2412,775,118,2507,1138,2290,1028,1074,304,2,4001,1,101
4/1/20,1090,0,1,0,0,1,1,1,1,0,1,0,0,0,1502,948,1646,1915,474,1228,522,1624,1937,855,1454,362,1240,1,6747,0,122
8/9/19,3544,1,0,1,1,1,0,1,1,0,0,0,0,0,1850,1561,729,857,2629,573,700,3644,542,2135,9,1170,570,3,3081,1,-114
8/19/19,4763,1,1,0,1,1,1,0,1,0,1,0,1,1,707,1125,675,1659,2350,514,1500,1765,141,2799,1375,969,624,2,3575,1,-104
7/22/19,8061,0,0,1,0,0,0,1,1,1,1,1,0,1,1363,1102,101,1967,2912,1419,1626,2003,1154,2546,754,199,1143,1,6317,1,-132
7/26/19,1337,1,0,0,0,0,0,0,0,0,1,1,0,0,1589,1995,943,1916,1060,325,645,3526,746,1969,1608,1111,190,3,2700,0,-128
10/16/19,1198,0,0,0,1,1,1,1,0,1,1,1,0,0,1614,345,973,233,552,1373,527,3643,910,1693,1666,1788,241,3,3127,1,-46
5/23/20,7490,0,1,0,1,1,1,1,1,0,0,0,0,1,719,366,1728,614,2307,1067,660,1099,1100,1886,21,488,168,2,6792,0,174
1/21/20,7831,0,0,0,1,0,1,1,1,0,1,1,0,1,1708,1011,360,602,2201,452,71,1540,1295,1949,698,46,1592,1,3697,1,51
11/6/19,7318,1,1,0,1,1,0,1,0,0,0,1,1,0,1797,111,1726,734,1276,3,466,2671,1103,2390,1161,421,1497,3,1414,1,-25
11/6/19,3768,0,0,1,0,1,0,0,0,1,0,0,0,0,219,1217,1283,11,762,73,821,2833,1625,1282,802,1848,544,1,5351,1,-25
12/29/19,9169,1,1,1,1,0,0,0,1,0,1,0,0,0,438,1416,1294,115,852,364,802,3576,1174,2133,1046,1432,812,2,5731,1,28
5/8/20,3394,1,1,1,0,1,0,0,1,1,1,1,0,1,1421,152,1851,665,739,1852,1496,1161,1730,2339,1045,669,382,3,4582,0,159
3/18/20,255,1,1,1,0,0,1,1,1,1,1,1,1,0,843,80,1507,855,459,948,1624,847,1852,1683,944,304,1173,1,4881,0,108
8/2/19,8740,1,0,1,0,1,0,0,0,0,1,0,1,1,658,558,544,357,2036,1933,410,2126,1904,1283,540,97,1787,2,6934,0,-121
9/29/19,863,0,0,0,0,1,1,1,1,0,0,0,1,0,1659,1360,262,1578,3068,190,1545,3631,344,1838,1229,1647,1700,3,5998,1,-63
2/13/20,2248,0,1,1,1,0,1,0,0,1,0,1,0,0,1925,54,147,1451,3049,608,7,660,1660,1593,1855,1335,932,3,4947,1,74
4/30/20,8149,0,1,1,1,0,0,1,1,0,0,0,0,1,1435,1386,330,422,548,180,582,3419,1903,1446,785,1712,1511,1,6745,1,151
5/11/20,6369,1,0,0,0,0,1,0,1,1,1,0,1,1,312,1821,133,1733,3018,1433,442,2300,1817,1225,206,1607,1474,1,1260,1,162
10/17/19,2089,0,0,1,0,0,1,1,1,0,0,0,1,0,409,197,553,1499,2633,811,439,3305,1638,1535,975,758,1957,2,4809,1,-45
8/12/19,4876,0,0,1,0,0,1,0,1,0,0,1,0,1,1712,1343,637,1036,1003,1393,1187,868,1168,1451,1877,112,277,1,1948,0,-111
1/29/20,3760,0,1,1,0,1,0,0,0,0,1,1,0,1,1193,1440,534,130,1968,1512,9,1376,1422,957,71,165,1231,2,3858,0,59
11/3/19,7985,0,0,0,0,0,1,1,1,0,1,1,0,1,1130,1473,227,5,2037,1409,1628,1056,1045,2092,875,1352,878,3,4144,1,-28
1/31/20,16,0,0,1,0,0,0,0,1,0,1,0,0,0,295,722,790,1624,594,572,274,1959,1341,2208,1031,1553,1930,3,1832,1,61
11/3/19,5837,1,0,0,1,1,0,1,0,0,1,1,0,0,1851,1270,792,1826,1996,1996,845,1238,1022,1369,449,269,365,2,6931,0,-28
9/17/19,1655,0,0,1,1,0,1,1,1,0,0,0,1,0,1766,902,949,816,1944,513,1820,1085,693,621,1445,753,526,1,1821,0,-75
4/1/20,7119,1,1,0,1,1,1,1,1,1,0,0,1,0,499,1989,722,569,1709,702,1321,3431,1339,2228,1053,828,475,2,3501,1,122
12/23/19,6385,0,0,0,1,0,1,0,1,1,0,1,0,0,1565,141,1053,439,764,580,1182,2287,971,1205,725,1908,1284,1,5466,1,22
1/17/20,6249,0,1,1,0,0,0,1,0,0,0,0,1,1,868,683,1215,1635,2863,1415,1148,2510,712,2791,1710,113,72,3,4109,1,47
12/16/19,2528,0,0,0,0,1,1,1,1,0,1,0,0,1,948,894,874,186,1815,608,1961,1455,505,1439,1484,379,1665,3,3356,0,15
6/25/19,3685,1,0,1,0,1,0,0,0,0,0,1,0,1,171,733,464,1100,1190,1443,1418,953,398,1709,1590,1568,379,3,3668,0,-159
2/27/20,2818,0,1,1,1,1,1,0,0,0,1,1,1,1,1915,825,1708,1929,2938,1184,196,3054,98,1136,598,1320,277,1,7302,1,88
1/17/20,3716,0,1,0,1,0,0,1,0,0,1,0,0,1,1114,703,506,240,2532,224,1130,1836,1589,1619,1159,1582,138,1,2085,0,47
4/25/20,9192,0,1,0,1,0,1,0,1,0,1,0,1,1,1660,1232,1168,1074,1083,509,1432,3623,1102,1607,186,295,1072,2,6506,1,146
3/10/20,3640,1,0,1,0,0,1,1,0,0,0,0,0,0,388,65,739,1905,583,3,137,3554,367,528,47,1187,430,3,3901,0,100
8/5/19,5619,0,1,0,0,0,1,0,0,1,0,0,1,0,1289,1707,1480,1849,2656,1914,246,3600,834,846,1987,153,668,2,414,0,-118
4/8/20,3729,0,0,0,1,1,0,0,0,1,0,1,0,1,26,1910,220,1931,718,1538,1096,1605,1069,1600,1711,104,511,2,2779,0,129
2/10/20,4099,0,0,1,1,1,0,1,0,0,1,1,0,1,97,1381,523,1680,1938,1743,1758,1882,1695,1339,1628,1207,1745,3,4398,0,71
11/4/19,8748,0,0,0,1,0,0,0,1,1,0,0,0,0,671,464,308,1064,2285,1689,218,1552,150,2614,966,521,703,2,3762,0,-27
5/30/20,1720,0,1,0,0,0,0,1,0,0,1,1,1,0,1330,921,40,1701,2130,1496,948,2399,1387,515,1337,1828,1239,3,1496,1,181
11/18/19,3283,0,0,0,1,0,1,0,1,0,1,1,1,1,1088,256,764,1568,3038,1537,1048,2151,345,2765,1399,723,1750,2,6405,1,-13
9/9/19,6702,0,0,1,0,0,1,0,0,0,1,1,0,1,1386,1157,1605,1064,1616,921,646,3008,1219,1094,530,1456,1880,3,4310,1,-83
8/27/19,6335,0,0,1,0,1,0,0,1,1,0,1,0,1,1490,865,1630,1529,2095,247,1395,3004,1952,1599,332,691,1416,1,6131,1,-96
9/30/19,1864,0,1,1,1,1,1,0,0,0,0,1,1,1,688,1929,417,534,1581,1709,315,790,519,760,711,1443,207,1,6379,0,-62
10/5/19,7202,0,0,0,1,1,0,0,0,0,0,1,1,0,1551,1821,1619,925,1137,1498,1857,1526,1442,2263,465,457,1272,2,2775,0,-57
1/27/20,5937,1,0,1,1,1,0,0,0,1,1,0,1,1,1298,1558,857,125,1154,1598,310,2301,626,2734,1275,1006,880,2,2935,1,57
12/26/19,5520,1,1,0,0,1,0,1,0,0,0,0,1,1,1427,1662,1017,9,1319,294,1057,2668,1135,2639,1072,1540,1466,3,4656,0,25
8/10/19,1219,0,0,0,1,0,0,0,0,0,1,0,0,1,1712,400,1795,816,2102,185,904,1746,212,482,1630,52,1557,3,5951,0,-113
7/21/19,6534,1,1,1,1,0,1,0,0,0,1,1,0,1,709,1360,882,1094,2179,1840,750,1166,1898,1560,365,922,1696,2,6943,0,-133
1/28/20,155,0,1,0,1,0,0,1,0,1,1,1,1,1,1360,1398,1254,1298,3137,1543,1381,3208,1408,611,6,944,427,1,6857,1,58
12/30/19,9276,1,0,1,1,0,1,1,0,1,1,0,1,0,1457,1482,1604,1084,612,71,1106,2295,1089,462,661,1961,111,3,7217,0,29
6/4/19,5955,0,0,1,0,0,0,0,0,1,0,0,0,0,773,1682,440,718,1050,1826,1623,2452,630,399,1890,1691,1390,1,4,0,-180
1/21/20,2129,0,0,1,1,0,0,0,0,0,0,0,0,1,282,583,895,291,2366,1291,361,3097,524,1906,1775,1898,1189,3,923,1,51
